Seçiniz;1;2;3;4;5;6;7;8;9;10;12;15;20;24;30;40;60;120;∞
1;647,7890;799,5000;864,1630;899,5833;921,8479;937,1111;948,2169;956,6562;963,2846;968,6274;976,7079;984,8668;993,1028;997,2492;1001,4140;1005,5980;1009,8000;1014,0200;1018,2580
2;38,5063;39,0000;39,1655;39,2484;39,2982;39,3315;39,3552;39,3730;39,3869;39,3980;39,4146;39,4313;39,4479;39,4562;39,4650;39,4730;39,4810;39,4900;39,4980
3;17,4434;16,0441;15,4392;15,1010;14,8848;14,7347;14,6244;14,5399;14,4731;14,4189;14,3366;14,2527;14,1674;14,1241;14,0810;14,0370;13,9920;13,9470;13,9020
4;12,2179;10,6491;9,9792;9,6045;9,3645;9,1973;9,0741;8,9796;8,9047;8,8439;8,7512;8,6565;8,5599;8,5109;8,4610;8,4110;8,3600;8,3090;8,2570
5;10,0070;8,4336;7,7636;7,3879;7,1464;6,9777;6,8531;6,7572;6,6811;6,6192;6,5245;6,4277;6,3286;6,2780;6,2270;6,1750;6,1230;6,0690;6,0150
6;8,8131;7,2599;6,5988;6,2272;5,9876;5,8198;5,6955;5,5996;5,5234;5,4613;5,3662;5,2687;5,1684;5,1172;5,0650;5,0120;4,9590;4,9040;4,8490
7;8,0727;6,5415;5,8898;5,5226;5,2852;5,1186;4,9949;4,8993;4,8232;4,7611;4,6658;4,5678;4,4667;4,4150;4,3620;4,3090;4,2540;4,1990;4,1420
8;7,5709;6,0595;5,4160;5,0526;4,8173;4,6517;4,5286;4,4333;4,3572;4,2951;4,1997;4,1012;3,9995;3,9472;3,8940;3,8400;3,7840;3,7280;3,6700
9;7,2093;5,7147;5,0781;4,7181;4,4844;4,3197;4,1970;4,1020;4,0260;3,9639;3,8682;3,7694;3,6669;3,6142;3,5600;3,5050;3,4490;3,3920;3,3330
10;6,9367;5,4564;4,8256;4,4683;4,2361;4,0721;3,9498;3,8549;3,7790;3,7168;3,6209;3,5217;3,4185;3,3654;3,3110;3,2550;3,1980;3,1400;3,0800
11;6,7241;5,2559;4,6300;4,2751;4,0440;3,8807;3,7586;3,6638;3,5879;3,5257;3,4296;3,3299;3,2261;3,1725;3,1180;3,0610;3,0040;2,9440;2,8830
12;6,5538;5,0959;4,4742;4,1212;3,8911;3,7283;3,6065;3,5118;3,4358;3,3736;3,2773;3,1772;3,0728;3,0187;2,9630;2,9060;2,8480;2,7870;2,7250
13;6,4143;4,9653;4,3472;3,9959;3,7667;3,6043;3,4827;3,3880;3,3120;3,2497;3,1532;3,0527;2,9477;2,8932;2,8370;2,7800;2,7200;2,6590;2,5950
14;6,2979;4,8567;4,2417;3,8919;3,6634;3,5014;3,3799;3,2853;3,2093;3,1469;3,0502;2,9493;2,8437;2,7888;2,7320;2,6740;2,6140;2,5520;2,4870
15;6,1995;4,7650;4,1528;3,8043;3,5764;3,4147;3,2934;3,1987;3,1227;3,0602;2,9633;2,8621;2,7559;2,7006;2,6440;2,5850;2,5240;2,4610;2,3950
16;6,1151;4,6867;4,0768;3,7294;3,5021;3,3406;3,2194;3,1248;3,0488;2,9862;2,8890;2,7875;2,6808;2,6252;2,5680;2,5090;2,4470;2,3830;2,3160
17;6,0420;4,6189;4,0112;3,6648;3,4379;3,2767;3,1556;3,0610;2,9849;2,9222;2,8249;2,7230;2,6158;2,5598;2,5020;2,4420;2,3800;2,3150;2,2470
18;5,9781;4,5597;3,9539;3,6083;3,3820;3,2209;3,0999;3,0053;2,9291;2,8664;2,7689;2,6667;2,5590;2,5027;2,4450;2,3840;2,3210;2,2560;2,1870
19;5,9216;4,5075;3,9034;3,5587;3,3327;3,1718;3,0509;2,9563;2,8801;2,8172;2,7196;2,6171;2,5089;2,4523;2,3940;2,3330;2,2700;2,2030;2,1330
20;5,8715;4,4613;3,8587;3,5147;3,2891;3,1283;3,0074;2,9128;2,8365;2,7737;2,6758;2,5731;2,4645;2,4076;2,3490;2,2870;2,2230;2,1560;2,0850
21;5,8266;4,4199;3,8188;3,4754;3,2501;3,0895;2,9686;2,8740;2,7977;2,7348;2,6368;2,5338;2,4247;2,3675;2,3080;2,2460;2,1820;2,1140;2,0420
22;5,7863;4,3828;3,7829;3,4401;3,2151;3,0546;2,9338;2,8392;2,7628;2,6998;2,6017;2,4984;2,3890;2,3315;2,2720;2,2100;2,1450;2,0760;2,0030
